Estrato,Cong,Nroviv,Miembro,RelPar,Sexo,Edad,Salud,Educa,PEA,Ocup
2,2,4,4,hijo,1,6,0,1,0,0
2,2,4,5,hijo,1,4,0,99,0,0
2,2,4,6,hijo,1,3,0,99,0,0
2,2,5,1,Jefe/a,1,28,0,7,1,1
2,2,5,2,conyuge,2,23,0,7,1,1
2,2,5,3,hija,2,6,0,2,0,0
2,2,5,4,hija,2,5,0,1,0,0
2,2,5,5,hija,2,4,0,99,0,0
2,2,5,6,hijo,1,3,0,99,0,0
2,2,5,7,hijo,1,2,0,99,0,0
2,2,5,8,hijo,1,0,0,99,0,0
2,2,6,1,Jefe/a,1,36,0,9,1,0
2,2,6,2,conyuge,2,20,0,7,0,0
2,2,6,3,hijo,1,6,0,1,0,0
2,2,6,4,hijo,1,4,0,99,0,0
2,2,6,5,hija,2,3,0,99,0,0
2,2,6,6,hijo,1,2,0,99,0,0
2,2,7,1,Jefe/a,2,63,0,6,1,0
2,2,7,2,NIETA,2,26,0,7,0,0
2,2,7,3,N.POLITICO,1,26,0,7,1,1
2,2,7,4,BISNIETA,2,3,0,99,0,0
2,2,8,1,Jefe/a,2,35,0,8,1,0
2,2,8,2,HIJO,1,15,0,2,0,0
2,2,8,3,HIJO,1,10,0,2,0,0
2,2,9,1,Jefe/a,1,23,1,8,1,1
2,2,9,2,CONYUGE,2,22,0,3,1,0
2,2,10,1,Jefe/a,1,23,0,7,1,1
2,2,10,2,CONYUGE,2,22,0,6,1,0
2,2,10,3,HIJASTRO,1,5,0,1,0,0
2,2,10,4,HIJO,1,3,0,99,0,0
2,2,11,1,Jefe/a,1,32,1,7,1,1
2,2,11,2,CONYUGE,2,29,1,7,1,1
2,2,11,3,HIJO,1,13,1,2,0,0
2,2,11,4,HIJO,1,10,1,2,0,0
2,2,12,1,Jefe/a,2,43,0,8,1,0
2,2,12,2,HIJA,2,7,0,2,0,0
2,2,13,1,Jefe/a,1,24,0,6,1,0
2,2,13,2,MADRE,2,42,0,0,0,0
2,2,13,3,HERMANA,2,22,0,6,0,0
2,2,13,4,SOBRINA,2,5,0,0,0,0
2,2,13,5,CUNADO,1,29,0,0,1,1
2,2,14,1,Jefe/a,2,69,1,6,0,0
2,2,14,2,SOBRINO,1,18,0,7,1,0
2,2,15,1,Jefe/a,1,23,0,7,1,1
2,2,15,2,CONYUGE,2,24,0,7,1,0
2,2,15,3,HIJO,2,3,0,99,0,0
2,2,15,4,HIJA,2,0,0,99,0,0
2,2,16,1,Jefe/a,1,39,1,8,1,1
2,2,16,2,CONYUGE,2,48,1,6,0,0
2,2,16,3,HIJO,1,14,1,2,9,9
2,2,16,4,HIJO,1,12,1,2,0,0
2,2,16,5,HIJA,2,4,1,99,0,0
2,2,17,1,Jefe/a,1,34,0,7,1,1
2,2,17,2,CONYUGE,2,27,0,8,1,1
2,2,17,3,HIJA,2,9,0,2,0,0
2,2,17,4,HIJO,1,7,0,2,0,0
2,2,17,5,HIJA,2,6,0,2,0,0
2,2,17,6,ABUELA,2,71,0,0,0,0
2,2,18,1,Jefe/a,1,40,0,7,1,1
2,2,18,2,CONYUGE,2,32,0,7,1,1
2,2,18,3,HIJA,2,11,0,2,0,0
2,2,18,4,HIJO,1,7,0,2,0,0
2,2,18,5,HIJA,2,6,0,2,0,0
2,2,18,6,HIJA,2,4,0,99,0,0
2,2,19,1,Jefe/a,1,39,1,7,1,1
2,2,19,2,CONYUGE,2,40,1,7,1,1
2,2,19,3,HIJO,1,14,1,7,9,9
2,2,19,4,HIJO,1,6,1,2,0,0
2,2,19,5,HIJA,2,5,1,0,0,0
2,2,19,6,NIETO,1,8,0,2,0,0
2,2,19,7,NIETO,2,3,0,99,0,0
2,2,20,1,Jefe/a,1,72,1,7,0,0
2,2,20,2,CONYUGE,2,60,1,10,1,1
2,2,20,3,HIJO,1,23,1,5,1,1
2,2,20,4,HIJA,2,20,1,5,0,0
2,2,21,1,Jefe/a,2,52,1,7,1,1
2,2,22,1,Jefe/a,1,56,1,10,0,0
2,2,23,1,Jefe/a,1,83,1,10,0,0
2,2,23,2,CONYUGE,2,56,1,10,1,1
2,2,23,3,HIJA,2,23,1,5,0,0
2,2,24,1,Jefe/a,2,46,1,7,1,0
2,2,24,2,HIJA,2,16,1,3,0,0
2,2,25,1,Jefe/a,1,77,1,10,0,0
2,2,25,2,CONYUGE,2,72,1,8,0,0
2,2,26,1,Jefe/a,2,25,1,5,1,1
2,2,26,2,PRIMO,1,23,0,4,1,1
2,2,26,3,PRIMO,1,19,0,4,1,0
2,2,27,1,Jefe/a,2,90,1,0,0,0
2,2,27,2,HIJA,2,70,1,8,0,0
2,2,28,1,Jefe/a,1,51,0,9,1,1
2,2,28,2,CONYUGE,2,42,0,8,1,0
2,2,28,3,HIJASTRA,2,13,0,2,0,0
2,2,28,4,HIJA,2,7,0,2,0,0
2,2,29,1,Jefe/a,1,31,1,8,1,1
2,2,29,2,no famil.,1,36,1,7,1,1
2,2,29,3,no famil.,1,24,1,7,1,1
2,2,30,1,Jefe/a,2,38,0,10,1,1
2,2,30,2,MADRE,2,75,1,6,0,0
2,2,30,3,HIJA,2,14,0,2,9,9
2,2,30,4,HIJO,1,12,1,2,0,0
2,2,31,1,Jefe/a,1,51,1,10,0,0
2,2,31,2,CONYUGE,2,50,1,10,1,0
2,2,31,3,HIJO,1,19,1,5,1,0
2,2,31,4,HIJA,2,18,1,5,1,0
2,2,31,5,HIJO,1,16,1,3,0,0
2,2,32,1,Jefe/a,1,33,1,10,1,1
2,2,32,2,CONYUGE,2,31,1,10,1,1
2,2,32,3,HIJO,1,2,1,99,0,0
2,2,32,4,HIJA,2,1,1,99,0,0
2,2,33,1,Jefe/a,1,50,1,9,1,1
2,2,33,2,CONYUGE,2,45,1,7,0,0
2,2,33,3,HIJA,2,25,1,9,1,1
2,2,33,4,HIJO,1,20,1,9,1,1
2,2,34,1,Jefe/a,2,46,1,5,1,1
2,2,34,2,hijo,1,13,1,2,0,0
2,2,35,1,Jefe/a,2,20,9,5,0,0
2,2,35,2,NO FAMIL.,2,25,1,5,1,1
2,2,35,3,NO FAMIL.,2,24,0,5,1,1
2,2,35,4,NO FAMIL.,2,21,1,5,0,0
2,2,36,1,Jefe/a,1,20,0,5,1,1
2,2,36,2,HERMANO,1,18,0,5,1,1
2,2,37,1,Jefe/a,1,38,1,4,1,1
2,2,37,2,no fam.,1,33,1,8,1,1
2,2,38,1,Jefe/a,2,79,1,7,0,0
2,2,39,1,Jefe/a,1,63,1,9,1,1
2,2,39,2,CONYUGE,2,52,1,9,0,0
2,2,39,3,HIJA,2,22,1,5,0,0
2,2,40,1,Jefe/a,1,57,1,8,1,1
2,2,40,2,conyuge,2,60,1,8,1,1
2,2,41,1,Jefe/a,1,51,1,7,1,1
2,2,41,2,madre,2,75,1,7,0,0
2,2,41,3,hermana,2,49,1,7,1,1
2,2,42,1,Jefe/a,1,42,1,9,1,1
2,2,42,2,conyuge,2,40,1,10,1,0
2,2,42,3,hija,2,8,1,2,0,0
2,2,42,4,hija,2,4,1,99,0,0
2,2,43,1,Jefe/a,1,86,1,7,0,0
2,2,43,2,CONYUGE,2,77,1,0,0,0
2,2,44,1,Jefe/a,1,69,1,9,0,0
2,2,44,2,CONYUGE,2,66,1,7,0,0
2,2,45,1,Jefe/a,1,68,1,10,0,0
2,2,45,2,conyuge,2,65,1,10,0,0
2,2,45,3,hija,1,24,1,4,1,1
2,2,46,1,Jefe/a,2,79,1,7,0,0
2,2,47,1,Jefe/a,2,86,1,6,0,0
2,2,47,2,hija,2,55,0,7,0,0
2,2,47,3,nieto,1,25,1,9,1,1
2,2,48,1,Jefe/a,2,51,1,10,1,1
2,2,48,2,HIJA,2,25,1,5,1,1
2,2,48,3,HIJA,2,20,1,4,0,0
2,2,49,1,Jefe/a,1,50,1,5,1,1
2,2,49,2,CONYUGE,2,45,1,8,1,1
2,2,49,3,SUEGRA,2,72,1,6,0,0
2,2,50,1,Jefe/a,2,44,1,5,1,1
2,3,1,1,Jefe/a,1,78,1,7,0,0
2,3,1,2,CONYUGE,2,72,1,7,0,0
2,3,2,1,Jefe/a,2,52,1,10,1,1
2,3,2,2,HIJO,1,24,1,5,1,1
2,3,2,3,HIJO,1,22,1,5,0,0
2,3,2,4,HIJA,2,20,1,4,0,0
2,3,2,5,HIJA,2,18,1,3,0,0
2,3,2,6,HIJA,2,18,1,5,0,0
2,3,3,1,Jefe/a,1,27,1,7,1,1
2,3,3,2,CONYUGE,2,21,1,8,0,0
2,3,3,3,HIJA,2,1,1,99,0,0
2,3,4,1,Jefe/a,1,73,1,10,0,0
2,3,4,2,CONYUGE,2,64,1,9,0,0
2,3,5,1,Jefe/a,1,35,1,5,1,1
2,3,5,2,companera,2,20,0,5,0,0
2,3,5,3,companera,2,19,0,5,0,0
2,3,5,4,companera,2,20,0,5,1,1
2,3,5,5,companera,2,19,0,5,0,0
2,3,5,6,companera,1,19,1,5,0,0
2,3,6,1,Jefe/a,1,65,1,10,0,0
2,3,6,2,conyuge,2,57,1,9,0,0
2,3,6,3,hijo,2,26,1,9,1,1
2,3,6,4,hijo,1,24,1,10,0,0
2,3,7,1,Jefe/a,1,80,1,7,0,0
2,3,7,2,conyuge,2,70,1,7,0,0
2,3,8,1,Jefe/a,1,74,1,8,0,0
2,3,8,2,conyuge,2,70,1,7,0,0
2,3,9,1,Jefe/a,1,18,1,5,1,0
2,3,9,2,amigo,1,18,1,5,0,0
2,3,10,1,Jefe/a,1,21,1,5,0,0
2,3,11,1,Jefe/a,2,46,1,9,1,1
2,3,11,2,conyuge,1,56,1,8,1,1
2,3,11,3,hijo,1,14,1,2,9,9
2,3,12,1,Jefe/a,2,85,1,6,0,0
2,3,12,2,hermana,2,74,1,7,0,0
2,3,13,1,Jefe/a,1,61,1,8,1,1
2,3,13,2,conyuge,2,56,1,7,0,0
2,3,14,1,Jefe/a,1,46,1,8,1,1
2,3,14,2,madre,2,70,1,10,0,0
2,3,15,1,Jefe/a,1,44,1,8,1,1
2,3,15,2,conyuge,2,40,1,8,1,1
2,3,15,3,hijo,1,23,1,4,1,0
2,3,15,4,hijo,1,17,1,3,0,0
2,3,15,5,hijo,1,15,1,3,0,0
2,3,16,1,Jefe/a,2,49,1,10,1,1
2,3,16,2,madre,2,75,1,7,0,0
2,3,17,1,Jefe/a,1,46,1,8,1,1
2,3,17,2,conyuge,2,47,1,7,1,1
2,3,17,3,hija,2,21,1,5,1,0
2,3,17,4,hija,2,16,1,3,0,0
2,3,18,1,Jefe/a,1,44,1,10,1,1
2,3,18,2,conyuge,2,60,1,9,0,0
2,3,18,3,hijo,1,19,1,5,0,0
2,3,18,4,hija,2,15,1,2,0,0
2,3,19,1,Jefe/a,2,67,1,7,0,0
2,3,20,1,Jefe/a,1,44,1,8,1,1
2,3,20,2,conyuge,2,44,1,10,1,1
2,3,20,3,hija,2,14,1,2,9,9
2,3,20,4,hija,2,10,1,2,0,0
2,3,21,1,Jefe/a,1,76,1,7,0,0
2,3,21,2,conyuge,2,73,1,8,0,0
2,3,22,1,Jefe/a,1,41,1,10,1,1
2,3,22,2,conyuge,2,33,1,10,1,1
2,3,22,3,hijo,1,7,1,2,0,0
2,3,22,4,hijo,1,6,1,2,0,0
2,3,22,5,hijo,1,2,1,99,0,0
2,3,23,1,Jefe/a,2,41,0,8,1,0
2,3,23,2,conyuge,1,44,1,8,1,1
2,3,23,3,hija,2,16,0,3,0,0
2,3,23,4,hijo,1,14,0,2,9,9
2,3,23,5,hijo,1,13,0,2,0,0
2,3,23,6,hija,2,11,0,2,0,0
2,3,23,7,hija,2,6,0,2,0,0
2,3,24,1,Jefe/a,1,30,1,10,1,1
2,3,24,2,conyuge,2,30,1,10,1,1
2,3,24,3,hija,2,1,1,99,0,0
2,3,25,1,Jefe/a,2,75,1,7,0,0
2,3,26,1,Jefe/a,1,41,1,9,1,1
2,3,26,2,conyuge,2,40,1,9,1,1
2,3,26,3,hija,2,12,1,2,0,0
2,3,26,4,hijo,1,6,1,1,0,0
2,3,27,1,Jefe/a,1,32,1,8,1,1
2,3,27,2,CONYUGE,2,27,1,8,1,1
2,3,27,3,HIJA,2,6,1,2,0,0
2,3,27,4,HIJO,1,1,1,99,0,0
2,3,28,1,Jefe/a,1,38,1,9,1,1
2,3,28,2,CONYUGE,2,37,1,9,0,0
2,3,28,3,HIJOS,2,14,1,2,9,9
2,3,28,4,HIJOS,2,8,1,2,0,0
2,3,28,5,HIJOS,1,2,1,99,0,0
2,3,28,6,SUEGRA,1,81,1,7,0,0
2,3,29,1,Jefe/a,1,63,0,8,1,1
2,3,29,2,CONYUGE,2,50,0,9,1,0
2,3,29,3,HIJO,1,28,0,5,1,1
2,3,29,4,HIJA,2,22,0,4,1,1
2,3,29,5,HIJA,2,18,0,9,1,0
2,3,30,1,Jefe/a,1,27,1,5,1,1
2,3,30,2,HERMANA,2,28,1,10,1,0
2,3,31,1,Jefe/a,1,59,1,9,1,1
2,3,31,2,CONYUGE,2,57,1,10,0,0
2,3,32,1,Jefe/a,1,45,1,10,1,1
2,3,32,2,CONYUGE,2,44,1,8,0,0
2,3,32,3,HIJO,1,18,1,3,0,0
2,3,32,4,HIJO,1,14,1,2,9,9
2,3,32,5,HIJO,1,6,1,2,0,0
2,3,33,1,Jefe/a,2,23,1,5,1,1
2,3,33,2,HERMANO,1,19,1,5,1,1
2,3,33,3,HERMANO,2,17,1,3,0,0
2,3,34,1,Jefe/a,1,48,1,8,1,1
2,3,34,2,CONYUGE,2,41,1,9,1,1
2,3,34,3,HIJA,2,20,1,10,1,1
2,3,34,4,HIJO,1,18,1,5,1,0
2,3,35,1,Jefe/a,1,28,1,9,1,1
2,3,35,2,CONYUGE,2,24,1,9,1,1
2,3,36,1,Jefe/a,1,41,0,7,1,1
2,3,36,2,CONYUGE,2,39,0,7,1,1
2,3,36,3,HIJO,1,15,0,3,1,0
2,3,36,4,HIJO,1,8,0,2,0,0
2,3,36,5,HIJA,2,2,0,99,0,0
2,3,37,1,Jefe/a,1,41,0,8,0,0
2,3,37,2,conyuge,2,37,0,7,0,0
2,3,37,3,hija,2,18,0,5,0,0
2,3,37,4,hijo,1,14,0,2,9,9
2,3,38,1,Jefe/a,1,36,1,8,1,1
2,3,38,2,CONYUGE,2,32,1,10,1,1
2,3,38,3,HIJA,2,0,1,99,0,0
2,3,39,1,Jefe/a,1,57,0,7,1,1
2,3,39,2,CONYUGE,2,59,0,6,1,0
2,3,40,1,Jefe/a,1,44,0,9,1,1
2,3,40,2,conyuge,2,43,0,9,0,0
2,3,40,3,hijo,1,13,0,2,0,0
2,3,40,4,hijo,1,10,0,2,0,0
2,3,40,5,hijo,1,8,0,2,0,0
2,3,41,1,Jefe/a,2,34,1,7,1,0
2,3,41,2,hijo,1,16,1,2,1,1
2,3,41,3,hijo,1,13,1,2,0,0
2,3,41,4,hijo,1,10,1,2,0,0
2,3,41,5,hija,2,6,1,2,0,0
2,3,41,6,hijo,1,5,1,1,0,0
2,3,41,7,amigo,1,17,0,7,1,1
2,3,42,1,Jefe/a,2,60,0,7,1,1
2,3,42,2,hija,2,39,1,9,1,1
2,3,42,3,nieto,1,15,0,3,0,0
2,3,43,1,Jefe/a,2,73,1,6,0,0
2,3,44,1,Jefe/a,1,75,1,9,0,0
2,3,44,2,CONYUGE,2,60,1,7,0,0
2,3,45,1,Jefe/a,1,37,0,8,1,1
2,3,45,2,conyuge,2,26,0,9,0,0
2,3,45,3,hija,2,9,0,2,0,0
2,3,45,4,hijo,1,1,0,99,0,0
2,3,46,1,Jefe/a,1,67,1,9,0,0
2,3,46,2,CONYUGE,2,65,1,8,0,0
2,3,47,1,Jefe/a,1,56,1,7,1,1
2,3,47,2,conyuge,2,47,1,9,1,1
2,3,47,3,hija,2,18,1,5,0,0
2,3,47,4,hijo,1,14,1,2,9,9
2,3,47,5,hijo,1,12,1,2,0,0
2,3,48,1,Jefe/a,2,90,1,7,0,0
2,3,49,1,Jefe/a,1,49,1,7,1,1
2,3,49,2,CONYUGE,2,47,1,8,1,1
2,3,49,3,HIJO,1,21,0,8,1,1
2,3,49,4,NUERA,2,20,0,8,0,0
2,3,49,5,NIETO,1,0,0,99,0,0
2,3,49,6,HIJO,1,8,1,2,0,0
2,3,50,1,Jefe/a,1,76,1,7,0,0
2,3,50,2,CONYUGE,2,75,1,6,0,0
2,4,1,1,Jefe/a,1,36,1,10,1,1
2,4,1,2,CONYUGE,2,35,1,10,1,1
2,4,1,3,HIJA,2,7,1,2,0,0
2,4,1,4,HIJA,2,5,1,1,0,0
2,4,1,5,HIJA,2,4,1,99,0,0
2,4,2,1,Jefe/a,1,46,1,9,1,1
2,4,2,2,CONYUGE,2,47,1,10,1,0
2,4,2,3,HIJO,1,17,1,3,1,0
2,4,2,4,HIJO,1,15,1,3,0,0
2,4,2,5,HIJA,2,13,1,2,0,0
2,4,3,1,Jefe/a,1,53,1,9,1,1
2,4,3,2,CONYUGE,2,52,1,9,1,0
2,4,4,1,Jefe/a,1,73,1,7,0,0
2,4,5,1,Jefe/a,1,57,1,8,1,1
2,4,5,2,conyuge,2,55,1,9,1,1
2,4,5,3,hijo,1,26,1,9,1,1
2,4,5,4,hija,2,17,1,3,1,0
2,4,6,1,Jefe/a,2,77,1,6,0,0
2,4,6,2,sobrina,2,59,1,6,0,0
2,4,6,3,sobrino,1,63,0,6,1,1
2,4,7,1,Jefe/a,1,42,0,9,1,1
2,4,7,2,CONYUGE,2,43,0,9,1,1
2,4,7,3,HIJO,1,11,0,2,0,0
2,4,7,4,HIJASTRA,2,13,0,2,0,0
2,4,7,5,HIJASTRA,2,17,0,3,1,0
2,4,8,1,Jefe/a,1,38,1,8,1,1
2,4,8,2,CONYUGE,2,33,1,9,0,0
2,4,8,3,HIJA,2,2,1,99,0,0
2,4,8,4,SUEGRO,1,63,0,7,0,0
2,4,9,1,Jefe/a,1,50,1,9,1,1
2,4,9,2,CONYUGE,2,50,1,9,0,0
2,4,9,3,HIJA,2,26,1,9,0,0
2,4,9,4,HIJA,2,24,1,9,1,1
2,4,9,5,HIJO,1,19,1,9,1,1
2,4,9,6,SUEGRA,2,76,1,7,0,0
2,4,10,1,Jefe/a,2,37,0,7,1,0
2,4,10,2,hija,2,18,0,3,1,0
2,4,10,3,hijo,1,17,0,8,1,0
2,4,10,4,hija,2,8,0,2,0,0
2,4,10,5,hija,2,7,0,2,0,0
2,4,11,1,Jefe/a,1,35,1,10,1,1
2,4,11,2,conyuge,2,32,1,10,1,1
2,4,11,3,hijo,1,4,1,99,0,0
2,4,11,4,hijo,1,1,1,99,0,0
2,4,12,1,Jefe/a,2,77,1,6,0,0
2,4,13,1,Jefe/a,1,24,0,8,1,1
2,4,13,2,conyuge,2,22,0,7,0,0
2,4,13,3,hijo,2,1,0,99,0,0
2,4,14,1,Jefe/a,2,51,0,7,1,1
2,4,14,2,hijo,1,25,0,9,1,1
2,4,14,3,hijo,1,22,0,8,1,1
2,4,15,1,Jefe/a,2,63,1,7,0,0
2,4,16,1,Jefe/a,1,79,1,7,0,0
2,4,16,2,conyuge,2,77,1,7,0,0
2,4,17,1,Jefe/a,2,77,1,6,0,0
2,4,18,1,Jefe/a,1,42,1,10,1,1
2,4,18,2,conyuge,2,37,1,10,1,1
2,4,18,3,hijo,1,11,1,2,0,0
2,4,18,4,hijo,1,9,1,2,0,0
2,4,19,1,Jefe/a,1,64,1,10,1,1
2,4,19,2,conyuge,2,62,1,10,1,1
2,4,20,1,Jefe/a,2,79,1,6,0,0
2,4,21,1,Jefe/a,1,61,0,7,1,1
2,4,21,2,conyuge,2,55,0,7,1,0
2,4,21,3,hijo,1,21,0,3,0,0
2,4,21,4,hija,2,19,0,8,1,0
2,4,22,1,Jefe/a,1,58,0,7,1,1
2,4,22,2,HIJA,2,26,0,9,0,0
2,4,22,3,HIJO,1,20,0,7,1,0
2,4,22,4,YERNO,1,31,0,9,1,0
2,4,22,5,NIETO,1,0,0,99,0,0
2,4,23,1,Jefe/a,1,51,0,7,1,1
2,4,24,1,Jefe/a,1,48,1,7,1,1
2,4,24,2,CONYUGE,2,46,1,7,0,0
2,4,24,3,HIJO,1,18,1,3,1,1
2,4,24,4,HIJA,2,14,1,2,9,9
2,4,25,1,Jefe/a,1,29,1,8,1,1
2,4,25,2,CONYUGE,2,33,1,7,0,0
2,4,25,3,HIJA,2,12,1,2,0,0
2,4,26,1,Jefe/a,2,56,1,8,1,0
2,4,26,2,HIJA,2,38,0,10,1,0
2,4,26,3,NIETO,1,0,0,99,0,0
2,4,27,1,Jefe/a,2,64,1,7,1,1
2,4,28,1,Jefe/a,2,49,0,7,1,0
2,4,28,2,HIJO,1,25,1,8,1,1
2,4,28,3,HIJA,2,21,0,9,1,0
2,4,28,4,HIJO,1,19,0,7,1,1
2,4,28,5,HIJO,1,8,0,2,0,0
2,4,28,6,NIETO,1,0,0,99,0,0
2,4,29,1,Jefe/a,2,65,1,7,0,0
2,4,30,1,Jefe/a,1,39,0,7,1,1
2,4,30,2,CONYUGE,2,38,0,7,0,0
2,4,30,3,SUEGRA,2,63,1,7,0,0
2,4,30,4,CUNADO,1,34,1,7,1,1
2,4,30,5,HIJA,2,13,0,2,0,0
2,4,30,6,HIJA,2,10,0,2,0,0
2,4,30,7,HIJO,1,9,0,2,0,0
2,4,30,8,HIJO,1,4,0,99,0,0
2,4,31,1,Jefe/a,1,61,0,6,0,0
2,4,31,2,CONYUGE,2,52,0,7,1,1
2,4,31,3,HIJO,1,31,0,8,1,1
2,4,31,4,HIJO,1,15,0,2,1,0
2,4,31,5,HIJO,1,11,0,2,0,0
2,4,31,6,NIETO,2,5,0,1,0,0
2,4,32,1,Jefe/a,1,58,1,8,1,1
2,4,32,2,CONYUGE,2,57,1,7,0,0
2,4,32,3,HIJO,1,16,1,2,0,0
2,4,33,1,Jefe/a,1,41,1,10,1,1
2,4,33,2,CONYUGE,2,37,0,7,0,0
2,4,33,3,HIJA,2,3,1,99,0,0
2,4,33,4,HIJA,2,2,1,99,0,0
2,4,34,1,Jefe/a,1,42,0,6,1,1
2,4,34,2,conyuge,2,40,0,6,1,1
2,4,34,3,hijo,1,19,0,3,1,1
2,4,34,4,hijo,1,15,0,3,0,0
2,4,34,5,hija,1,17,0,3,0,0
2,4,34,6,hija,2,11,0,2,0,0
2,4,35,1,Jefe/a,1,46,1,9,1,1
2,4,35,2,conyuge,2,41,1,8,1,1
2,4,35,3,hijo,2,20,1,5,0,0
2,4,35,4,hijo,1,18,1,3,0,0
2,4,35,5,hijo,2,11,1,2,0,0
2,4,36,1,Jefe/a,2,76,1,7,0,0
2,4,36,2,hijo,1,32,0,7,1,1
2,4,36,3,nieto,1,5,0,1,0,0
2,4,36,4,nieto,1,21,0,8,1,1
2,4,36,5,nieta,2,19,0,9,0,0
2,4,37,1,Jefe/a,1,77,1,7,0,0
2,4,37,2,conyuge,2,67,1,9,0,0
2,4,38,1,Jefe/a,2,41,0,7,0,0
2,4,38,2,hermano,1,34,1,0,0,0
2,4,38,3,hijo,1,18,0,3,0,0
2,4,38,4,hijo,2,10,0,2,0,0
2,4,39,1,Jefe/a,1,40,1,7,1,1
2,4,39,2,conyuge,2,38,1,7,0,0
2,4,39,3,hija,2,7,1,2,0,0
2,4,39,4,hija,2,7,1,2,0,0
2,4,39,5,hija,2,1,1,99,0,0
2,4,39,6,hijo,1,15,1,2,0,0
2,4,40,1,Jefe/a,1,49,1,7,1,1
2,4,40,2,conyuge,2,47,1,8,0,0
2,4,40,3,hijos,2,22,1,10,0,0
2,4,40,4,hijo,1,21,1,4,1,1
2,4,40,5,hijo,2,17,1,3,0,0
2,4,40,6,hijo,2,15,1,3,0,0
2,4,41,1,Jefe/a,1,47,0,7,1,1
2,4,41,2,conyuge,2,43,0,7,1,0
2,4,41,3,hijo,1,22,0,7,1,1
2,4,41,4,hijo,1,15,0,6,0,0
2,4,42,1,Jefe/a,2,50,0,7,1,1
2,4,42,2,CONYUGE,1,48,0,0,1,1
2,4,42,3,HIJO,1,22,0,8,1,1
2,4,42,4,HIJO,1,20,0,8,0,0
2,4,42,5,HIJO,1,18,0,3,0,0
2,4,42,6,HIJO,1,12,0,2,0,0
2,4,43,1,Jefe/a,1,35,0,8,1,1
2,4,43,2,CONYUGE,2,34,0,8,1,1
2,4,43,3,HIJA,2,11,0,2,0,0
2,4,43,4,HIJA,2,5,0,1,0,0
2,4,43,5,HIJA,2,1,0,99,0,0
2,4,44,1,Jefe/a,1,48,1,9,1,1
2,4,44,2,CONYUGE,2,44,1,10,1,1
2,4,44,3,SUEGRA,2,64,1,7,0,0
2,4,44,4,HIJA,2,21,1,10,1,1
2,4,44,5,HIJA,2,14,1,2,9,9
2,4,44,6,HIJO,1,7,1,2,0,0
2,4,45,1,Jefe/a,1,67,1,7,0,0
2,4,45,2,HIJA,2,20,1,7,0,0
2,4,46,1,Jefe/a,1,49,0,8,1,1
2,4,46,2,CONYUGE,2,46,0,8,1,1
2,4,46,3,HIJA,2,23,0,9,1,1
2,4,46,4,HIJA,2,22,0,8,1,1
2,4,46,5,HIJO,1,18,0,8,0,0
2,4,47,1,Jefe/a,1,24,1,7,1,1
2,4,47,2,SONYUGE,2,24,1,7,1,1
2,4,47,3,HIJA,1,4,1,99,0,0
2,4,48,1,Jefe/a,1,54,1,7,1,1
2,4,48,2,CONYUGE,2,50,1,6,0,0
2,4,48,3,HIJO,1,30,1,8,1,1
2,4,48,4,HIJO,1,26,0,9,1,0
2,4,48,5,HIJO,1,19,0,3,1,1
2,4,49,1,Jefe/a,1,49,1,7,1,1
2,4,49,2,CONYUGE,2,47,1,7,0,0
2,4,49,3,HIJO,1,23,1,10,1,0
2,4,49,4,HIJO,1,19,1,4,1,1
2,4,49,5,HIJA,2,12,1,2,0,0
2,4,50,1,Jefe/a,2,49,1,7,1,1
2,5,1,1,Jefe/a,1,37,1,7,1,1
2,5,1,2,CONYUGE,2,32,1,7,0,0
2,5,1,3,HIJO,1,14,1,2,9,9
2,5,1,4,HIJA,2,10,1,2,0,0
2,5,1,5,HIJA,2,2,1,99,0,0
2,5,2,1,Jefe/a,1,38,0,7,1,1
2,5,2,2,conyuge,2,39,0,8,0,0
2,5,2,3,hija,2,15,0,3,0,0
2,5,2,4,hijo,1,14,0,2,9,9
2,5,2,5,hija,2,7,0,2,0,0
2,5,3,1,Jefe/a,1,45,1,7,1,1
2,5,3,2,conyuge,2,47,1,8,1,1
2,5,3,3,hija,2,18,1,8,0,0
2,5,4,1,Jefe/a,2,74,1,7,0,0
2,5,5,1,Jefe/a,2,42,0,6,0,0
2,5,5,2,hijo,1,23,0,6,1,0
2,5,5,3,hijo,1,17,0,6,0,0
2,5,5,4,hijo,1,14,0,2,9,9
2,5,5,5,hijo,1,11,0,2,0,0
2,5,5,6,hija,2,8,0,2,0,0
2,5,5,7,hija,2,4,0,99,0,0
2,5,5,8,hijo,1,15,0,2,1,1
2,5,6,1,Jefe/a,1,38,0,8,1,0
2,5,6,2,conyuge,2,36,0,8,1,0
2,5,6,3,hija,2,16,0,2,0,0
2,5,6,4,hijo,1,7,0,2,0,0
2,5,7,1,Jefe/a,1,39,1,7,1,1
2,5,7,2,conyuge,2,39,1,9,0,0
2,5,7,3,hijo,1,13,1,2,0,0
2,5,7,4,hijo,1,10,1,2,0,0
2,5,7,5,hijo,1,7,1,2,0,0
2,5,7,6,hija,2,5,1,1,0,0
2,5,7,7,hijo,1,3,1,99,0,0
2,5,8,1,Jefe/a,2,70,1,6,0,0
2,5,9,1,Jefe/a,1,50,0,7,1,1
2,5,9,2,conyuge,2,48,0,7,0,0
2,5,10,1,Jefe/a,1,35,1,10,1,1
2,5,11,1,Jefe/a,1,77,1,6,0,0
